fdc_id,name,category,food_group,meal_type,source,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,protein_pct,carbs_pct,fat_pct,protein_density,calorie_level,health_score,is_high_protein,diabetic_friendly,low_sodium
INT352,مانجو مجمدة,فواكه,فواكه,سناك,قياسي,60,0.8,15.0,0.4,1.6,13.7,1,11,0.2,5.3,100.0,6.0,1.33,منخفض,26.9,False,False,True
INT236,مايونيز,صلصات,دهون,غداء، عشاء,قياسي,680,1.0,0.6,75.0,0.0,0.6,635,20,0.2,0.6,0.4,99.3,0.15,عالي جداً,22.7,False,True,False
LBY008,مبطن بطاطا مقلي,مقبلات,خضار,غداء، سناك,وصفة تقديرية,211,10.4,18.5,10.7,2.6,1.4,360,22,2.2,19.7,35.1,45.6,4.93,متوسط,57.9,False,True,False
LBY002,مبكبكة (مكرونة بالصلصة),مكرونة,نشويات,غداء، عشاء,وصفة تقديرية,182,8.4,19.6,7.9,2.1,2.8,410,24,1.8,18.5,43.1,39.1,4.62,متوسط,52.1,False,True,False
LBY019,محشي خضار مشكل,خضار,خضار,غداء، عشاء,وصفة تقديرية,125,4.8,14.5,5.9,2.1,2.4,330,28,1.3,15.4,46.4,42.5,3.84,متوسط,47.6,False,True,False
LBY042,محلبية (رز بلبن ليبي),حلويات,حلويات,حلوى، عشاء,وصفة تقديرية,140,4.0,22.0,4.5,0.0,16.0,65,120,0.2,11.4,62.9,28.9,2.86,متوسط,25.9,False,False,True
INT337,محمرة (بالجوز والفلفل),مقبلات,دهون,سناك، غداء,وصفة تقديرية,180,4.5,12.0,14.5,3.5,4.5,210,45,2.1,10.0,26.7,72.5,2.5,متوسط,45.7,False,True,False
LBY027,محمصة بالخضرة,أطباق تقليدية,نشويات,عشاء,وصفة تقديرية,145,5.2,26.4,3.5,4.1,2.8,290,32,1.8,14.3,72.8,21.7,3.59,متوسط,53.5,False,True,False
LBY072,محمصة ليبية (بالبصلة),أطباق تقليدية,نشويات,غداء، عشاء,وصفة تقديرية,155,5.8,28.5,3.2,3.8,2.8,295,25,1.9,15.0,73.5,18.6,3.74,متوسط,54.2,False,True,False
INT199,مخ خروف مطهو,لحوم,دهون,غداء,قياسي,151,10.5,0.0,11.8,0.0,0.0,115,10,1.8,27.8,0.0,70.3,6.95,متوسط,50.8,False,True,True
LBY050,مخارق,حلويات,حلويات,حلوى,وصفة تقديرية,380,3.5,60.0,14.0,0.8,40.0,210,22,0.8,3.7,63.2,33.2,0.92,مرتفع,22.5,False,False,False
INT169,مخلل خيار (تورش),مقبلات,خضار,غداء، عشاء,قياسي,11,0.3,2.3,0.2,1.2,1.1,1208,12,0.4,10.9,83.6,16.4,2.73,منخفض,33.4,False,True,False
INT223,مربى فراولة,سكريات,حلويات,فطور، سناك,قياسي,278,0.6,69.0,0.0,1.1,66.0,12,20,0.9,0.9,99.3,0.0,0.22,مرتفع,15.2,False,False,True
INT319,مسحوق الكاكاو (خام),مكونات,دهون,سناك، حلوى,قياسي,228,19.6,57.9,13.7,33.2,1.8,21,128,13.9,34.4,100.0,54.1,8.6,متوسط,85.1,True,False,True
INT254,مشروب شعير (خالي من الكحول),مشروبات,نشويات,سناك,قياسي,42,0.3,10.0,0.0,0.2,6.5,5,10,0.1,2.9,95.2,0.0,0.71,منخفض,20.5,False,False,True
INT250,مشروب طاقة,مشروبات,حلويات,سناك,قياسي,45,0.3,11.0,0.0,0.0,10.5,40,15,0.1,2.7,97.8,0.0,0.67,منخفض,16.1,False,False,True
INT248,مشروب غازي (كولا),مشروبات,حلويات,غداء، سناك,قياسي,38,0.0,9.8,0.0,0.0,9.5,4,2,0.0,0.0,100.0,0.0,0.0,منخفض,13.6,False,False,True
INT249,مشروب غازي دايت,مشروبات,حلويات,غداء، سناك,قياسي,0,0.0,0.1,0.0,0.0,0.0,15,2,0.0,0.0,0.0,0.0,0.0,منخفض,27.6,False,True,True
INT156,مشمش طازج,فواكه,فواكه,سناك,قياسي,48,1.4,11.1,0.4,2.0,9.2,1,13,0.4,11.7,92.5,7.5,2.92,منخفض,33.9,False,False,True
INT146,مشمش مجفف,فواكه,فواكه,سناك,قياسي,241,3.4,62.6,0.5,7.3,53.4,10,55,2.7,5.6,100.0,1.9,1.41,متوسط,40.7,False,False,True
INT259,مقرمشات ذرة (بفك),سناكس,نشويات,سناك,قياسي,520,6.0,58.0,30.0,2.5,4.0,850,15,1.2,4.6,44.6,51.9,1.15,عالي جداً,45.1,False,False,False
LBY022,مقروض ليبي,حلويات,حلويات,حلوى، سناك,وصفة تقديرية,421,5.4,63.2,16.1,3.9,28.4,110,32,1.4,5.1,60.0,34.4,1.28,مرتفع,38.0,False,False,True
LBY036,مقروض ليبي (بالتمر),حلويات,حلويات,حلوى، سناك,وصفة تقديرية,421,5.4,63.2,16.1,3.9,28.4,110,32,1.4,5.1,60.0,34.4,1.28,مرتفع,38.0,False,False,True
INT324,مكرونة الحمص مسلوقة,مكرونة,بروتين,غداء، عشاء,قياسي,160,11.5,24.0,2.5,5.0,0.8,12,25,2.8,28.7,60.0,14.1,7.19,متوسط,68.5,False,True,True
INT325,مكرونة العدس مسلوقة,مكرونة,بروتين,غداء، عشاء,قياسي,155,12.0,22.0,1.2,4.5,0.6,10,22,3.2,31.0,56.8,7.0,7.74,متوسط,70.0,False,True,True
INT323,مكرونة القمح الكامل مسلوقة,مكرونة,نشويات,غداء، عشاء,قياسي,124,5.3,26.5,0.5,3.9,0.5,4,12,1.1,17.1,85.5,3.6,4.27,متوسط,61.5,False,True,True
LBY035,مكرونة جارية بالقديد,مكرونة,نشويات,عشاء، غداء,وصفة تقديرية,215,11.5,22.1,10.8,2.2,2.1,580,30,2.5,21.4,41.1,45.2,5.35,متوسط,56.3,False,True,False
INT068,مكرونة سادة مسلوقة,مكرونة,نشويات,غداء، عشاء,قياسي,157,5.8,30.5,0.9,1.8,0.6,1,7,1.3,14.8,77.7,5.2,3.69,متوسط,56.1,False,False,True
LBY078,مكرونة مبخرة (بدون دهن زائد),مكرونة,نشويات,غداء,وصفة تقديرية,165,7.2,25.8,4.5,2.1,1.8,240,20,1.5,17.5,62.5,24.5,4.36,متوسط,53.4,False,True,False
INT415,مكسرات مشكلة (بدون ملح),مكسرات,دهون,سناك,قياسي,607,18.0,21.0,54.0,7.5,4.2,10,120,3.2,11.9,13.8,80.1,2.97,عالي جداً,63.9,True,True,True
INT266,ملح طعام,مكونات,خضار,غداء، فطور، عشاء,قياسي,0,0.0,0.0,0.0,0.0,0.0,38758,24,0.3,0.0,0.0,0.0,0.0,منخفض,27.6,False,True,False
LBY029,ملوخية ليبية (باللحم),أطباق خضار,خضار,غداء,وصفة تقديرية,115,12.8,4.2,6.5,3.8,0.8,340,120,3.5,44.5,14.6,50.9,11.13,متوسط,65.7,False,True,False
INT206,مناقيش زعتر,معجنات,دهون,فطور، عشاء,وصفة تقديرية,310,7.0,42.0,14.0,4.5,1.5,420,110,3.5,9.0,54.2,40.6,2.26,مرتفع,56.9,False,False,False
INT362,مهلبية الشوفان (دايت),حلويات,نشويات,حلوى، فطور,وصفة تقديرية,95,4.5,15.0,2.5,2.5,4.5,45,120,0.8,18.9,63.2,23.7,4.74,منخفض,46.8,False,True,True
INT110,موز,فواكه,فواكه,سناك، فطور,قياسي,89,1.1,22.8,0.3,2.6,12.2,1,5,0.3,4.9,100.0,3.0,1.24,منخفض,32.7,False,False,True
INT446,مياه منكهة بالفواكه,مشروبات,خضار,سناك,قياسي,2,0.0,0.5,0.0,0.0,0.4,5,2,0.0,0.0,100.0,0.0,0.0,منخفض,25.6,False,True,True
INT431,نبق (سدر),فواكه,نشويات,سناك,وصفة تقديرية,105,1.2,25.0,0.5,5.0,18.0,5,30,1.2,4.6,95.2,4.3,1.14,متوسط,35.6,False,False,True
INT242,نسكافيه بالحليب,مشروبات,ألبان,فطور، سناك,وصفة تقديرية,65,3.2,5.5,3.5,0.0,5.0,45,110,0.1,19.7,33.8,48.5,4.92,منخفض,30.5,False,False,True
INT232,نشاء ذرة,مكونات,نشويات,غداء، عشاء,قياسي,381,0.3,91.3,0.1,0.9,0.0,9,2,0.5,0.3,95.9,0.2,0.08,مرتفع,36.7,False,False,True
INT176,نعناع طازج,خضروات,خضار,سناك,قياسي,70,3.8,14.9,0.9,8.0,0.0,31,243,5.1,21.7,85.1,11.6,5.43,منخفض,65.9,False,True,True
INT424,نكترين,فواكه,فواكه,سناك,قياسي,44,1.1,10.6,0.3,1.7,7.9,0,6,0.3,10.0,96.4,6.1,2.5,منخفض,32.3,False,False,True
INT263,هامبرغر بقري,لحوم سريعة,بروتين,غداء، عشاء,قياسي,280,16.0,22.0,15.0,1.5,4.0,620,50,2.5,22.9,31.4,48.2,5.71,مرتفع,54.0,True,True,False
INT262,هامبرغر دجاج,لحوم سريعة,بروتين,غداء، عشاء,قياسي,260,14.0,20.0,13.0,1.2,3.5,580,45,1.8,21.5,30.8,45.0,5.38,مرتفع,52.3,False,True,False
INT395,هليون مسلوق,خضروات,خضار,غداء، عشاء,قياسي,20,2.2,3.7,0.1,2.1,1.9,2,24,2.1,44.0,74.0,4.5,11.0,منخفض,45.8,False,True,True
INT304,هليون مشوي,خضروات,خضار,غداء، عشاء,قياسي,35,3.0,5.0,1.5,2.5,2.0,150,25,2.1,34.3,57.1,38.6,8.57,منخفض,47.4,False,True,False
INT436,يخنة خضار مشكلة,يخنات,خضار,غداء، عشاء,قياسي,55,2.0,9.0,1.5,2.8,3.5,180,35,1.1,14.5,65.5,24.5,3.64,منخفض,42.4,False,True,False
INT438,يخنة سبانخ بالليمون,يخنات,خضار,غداء، عشاء,وصفة تقديرية,50,4.0,5.5,2.1,3.2,0.8,190,110,3.2,32.0,44.0,37.8,8.0,منخفض,54.4,False,True,False
INT437,يخنة فطر (مشروم),يخنات,خضار,غداء، عشاء,وصفة تقديرية,45,3.2,5.5,1.8,1.5,1.2,220,10,0.8,28.4,48.9,36.0,7.11,منخفض,46.4,False,True,False
INT329,يقطين (قرع عسل) مسلوق,خضروات,خضار,غداء، عشاء,قياسي,20,0.7,4.9,0.1,0.5,2.1,1,15,0.6,14.0,98.0,4.5,3.5,منخفض,30.9,False,True,True
INT404,يقطين (قرع) مسلوق,خضروات,خضار,غداء، عشاء,قياسي,20,0.7,4.9,0.1,0.5,2.1,1,15,0.6,14.0,98.0,4.5,3.5,منخفض,30.9,False,True,True
